WAFER_ID,WAFER_SEQ,CHAMBER,STAGE,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER,PAD_GROOVE_DEPTH_UM,PRESS_DOWNFORCE_Z1,PRESS_DOWNFORCE_Z2,PRESS_DOWNFORCE_Z3,PRESS_RETAINING_RING,ROTATION_TABLE_RPM,ROTATION_HEAD_RPM,FLOW_RATE_SLURRY,CURRENT_TABLE_MOTOR,TEMP_PAD,CONDITIONER_DOWNFORCE,RemovalRate,IS_SYNTHETIC
W2_0435,435,Chamber 2,Stage A,435,55.5,489.7,3.807,3.763,3.686,5.127,91.81,85.73,219.52,18.99,40.75,8.43,1938.4,True
W2_0436,436,Chamber 2,Stage B,436,55.6,483.7,2.404,2.385,2.293,3.299,65.42,60.4,160.19,16.26,31.65,8.4,858.8,True
W2_0437,437,Chamber 2,Stage A,437,55.7,474.1,3.825,3.715,3.687,4.985,91.51,85.63,218.36,18.94,40.56,8.55,1892.2,True
W2_0438,438,Chamber 2,Stage A,438,55.8,481.0,3.812,3.705,3.601,5.179,92.56,86.62,220.37,19.12,40.65,8.59,1911.9,True
W2_0439,439,Chamber 2,Stage A,439,55.9,477.3,3.806,3.763,3.655,5.056,92.58,85.62,222.51,19.04,41.18,8.49,1921.9,True
W2_0440,440,Chamber 2,Stage B,440,56.0,471.3,2.34,2.356,2.271,3.249,64.54,59.53,163.21,16.08,31.72,8.66,843.8,True
W2_0441,441,Chamber 2,Stage A,441,56.1,470.6,3.83,3.716,3.635,5.131,91.76,86.13,218.93,18.96,40.54,8.57,1905.7,True
W2_0442,442,Chamber 2,Stage A,442,56.2,474.2,3.814,3.741,3.68,5.1,91.62,85.88,218.06,18.85,40.65,8.58,1901.7,True
W2_0443,443,Chamber 2,Stage A,443,56.3,463.9,3.751,3.8,3.63,5.124,91.26,86.19,217.79,18.68,39.76,8.52,1892.8,True
W2_0444,444,Chamber 2,Stage B,444,56.4,472.7,2.378,2.372,2.382,3.264,64.63,59.85,160.06,16.29,32.04,8.45,848.7,True
W2_0445,445,Chamber 2,Stage A,445,56.5,469.7,3.795,3.695,3.713,5.039,91.7,85.75,225.02,19.24,40.72,8.77,1896.8,True
W2_0446,446,Chamber 2,Stage A,446,56.6,463.8,3.805,3.723,3.64,5.12,92.24,86.15,219.94,18.58,39.43,8.73,1909.1,True
W2_0447,447,Chamber 2,Stage A,447,56.7,458.9,3.806,3.754,3.693,5.115,92.11,86.67,215.75,19.1,41.32,8.4,1901.0,True
W2_0448,448,Chamber 2,Stage B,448,56.8,469.2,2.382,2.398,2.285,3.245,64.7,60.34,158.92,16.06,31.04,8.49,825.5,True
W2_0449,449,Chamber 2,Stage A,449,56.9,463.6,3.738,3.7,3.649,5.112,91.56,85.62,218.02,19.1,40.8,8.46,1867.8,True
W2_0450,450,Chamber 2,Stage A,450,57.0,451.7,3.716,3.715,3.687,5.101,92.7,86.59,219.06,18.6,39.76,8.42,1891.5,True
W3_0001,1,Chamber 3,Stage A,1,20.1,1202.9,3.818,3.743,3.598,5.207,92.21,86.3,218.48,19.91,43.05,8.59,2540.6,True
W3_0002,2,Chamber 3,Stage A,2,20.2,1193.9,3.809,3.742,3.598,5.149,91.71,85.66,223.49,19.3,42.09,8.47,2543.2,True
W3_0003,3,Chamber 3,Stage A,3,20.3,1190.1,3.816,3.765,3.633,5.157,91.59,86.98,221.87,19.49,42.45,8.47,2580.7,True
W3_0004,4,Chamber 3,Stage B,4,20.4,1199.3,2.404,2.351,2.3,3.235,64.95,60.35,161.22,16.16,32.45,8.56,1153.1,True
W3_0005,5,Chamber 3,Stage A,5,20.5,1191.5,3.772,3.716,3.63,5.192,92.04,86.69,220.83,19.4,42.88,8.54,2532.9,True
W3_0006,6,Chamber 3,Stage A,6,20.6,1189.8,3.822,3.718,3.617,5.13,91.57,85.23,221.45,19.51,43.04,8.59,2492.0,True
W3_0007,7,Chamber 3,Stage A,7,20.7,1182.2,3.79,3.699,3.646,5.099,91.27,85.82,217.73,19.6,42.57,8.53,2520.6,True
W3_0008,8,Chamber 3,Stage B,8,20.8,1185.0,2.445,2.399,2.305,3.306,64.78,59.25,158.48,16.41,32.62,8.76,1137.7,True
W3_0009,9,Chamber 3,Stage A,9,20.9,1188.7,3.802,3.707,3.605,5.141,92.43,86.35,218.38,19.59,42.96,8.31,2539.3,True
W3_0010,10,Chamber 3,Stage A,10,21.0,1184.0,3.813,3.728,3.668,5.103,91.43,86.29,222.48,19.66,43.42,8.33,2522.3,True
W3_0011,11,Chamber 3,Stage A,11,21.1,1184.9,3.783,3.705,3.661,5.05,91.42,86.01,219.96,19.8,43.19,8.55,2501.9,True
W3_0012,12,Chamber 3,Stage B,12,21.2,1170.9,2.384,2.354,2.301,3.292,64.48,59.09,159.57,16.48,33.09,8.57,1114.8,True
W3_0013,13,Chamber 3,Stage A,13,21.3,1179.9,3.793,3.755,3.636,5.131,92.17,85.59,221.25,19.53,42.19,8.75,2494.3,True
W3_0014,14,Chamber 3,Stage A,14,21.4,1175.6,3.814,3.774,3.642,5.15,91.66,85.86,216.95,19.47,42.61,8.47,2533.8,True
W3_0015,15,Chamber 3,Stage A,15,21.5,1173.7,3.79,3.726,3.649,5.168,91.95,85.86,219.64,19.41,43.03,8.39,2518.4,True
W3_0016,16,Chamber 3,Stage B,16,21.6,1166.4,2.393,2.342,2.312,3.154,65.41,60.25,157.51,16.68,32.6,8.16,1149.2,True
W3_0017,17,Chamber 3,Stage A,17,21.7,1174.8,3.779,3.722,3.656,5.064,91.95,85.71,217.79,19.67,43.04,8.54,2509.3,True
W3_0018,18,Chamber 3,Stage A,18,21.8,1173.9,3.809,3.728,3.63,5.105,92.03,86.98,220.6,19.7,42.21,8.41,2530.3,True
W3_0019,19,Chamber 3,Stage A,19,21.9,1171.0,3.789,3.732,3.672,5.101,91.74,86.66,221.97,19.86,43.04,8.62,2534.1,True
W3_0020,20,Chamber 3,Stage B,20,22.0,1171.3,2.356,2.327,2.268,3.304,63.98,59.84,154.01,16.41,32.94,8.38,1095.5,True
W3_0021,21,Chamber 3,Stage A,21,22.1,1161.5,3.801,3.725,3.612,5.08,91.67,86.02,220.16,19.58,41.78,8.73,2487.4,True
W3_0022,22,Chamber 3,Stage A,22,22.2,1166.6,3.776,3.704,3.607,5.14,91.44,86.14,224.47,19.42,41.5,8.3,2505.7,True
W3_0023,23,Chamber 3,Stage A,23,22.3,1161.6,3.802,3.751,3.724,5.216,91.79,85.42,219.19,19.61,42.43,8.36,2544.7,True
W3_0024,24,Chamber 3,Stage B,24,22.4,1163.6,2.372,2.387,2.248,3.224,64.98,60.01,160.36,16.4,32.61,8.59,1117.1,True
W3_0025,25,Chamber 3,Stage A,25,22.5,1162.6,3.781,3.749,3.649,5.104,92.25,85.71,221.28,19.52,42.48,8.53,2536.9,True
W3_0026,26,Chamber 3,Stage A,26,22.6,1147.8,3.815,3.69,3.721,5.06,92.38,86.17,217.65,19.5,43.02,8.48,2533.0,True
W3_0027,27,Chamber 3,Stage A,27,22.7,1159.8,3.852,3.692,3.658,5.125,91.96,86.32,223.34,19.73,42.92,8.54,2520.6,True
W3_0028,28,Chamber 3,Stage B,28,22.8,1154.7,2.433,2.384,2.284,3.232,65.1,59.45,163.19,16.34,32.66,8.5,1127.3,True
W3_0029,29,Chamber 3,Stage A,29,22.9,1152.1,3.82,3.729,3.658,5.113,92.2,86.59,221.41,19.5,42.29,8.62,2540.2,True
W3_0030,30,Chamber 3,Stage A,30,23.0,1142.4,3.813,3.774,3.67,5.193,92.04,85.68,219.88,19.79,43.39,8.38,2547.7,True
W3_0031,31,Chamber 3,Stage A,31,23.1,1148.3,3.818,3.685,3.648,5.114,92.26,86.09,222.69,19.44,42.79,8.41,2499.9,True
W3_0032,32,Chamber 3,Stage B,32,23.2,1150.1,2.433,2.366,2.269,3.233,65.81,60.04,159.35,16.56,32.81,8.57,1135.5,True
W3_0033,33,Chamber 3,Stage A,33,23.3,1150.2,3.805,3.738,3.625,5.089,92.38,85.97,220.57,19.62,42.65,8.45,2527.3,True
W3_0034,34,Chamber 3,Stage A,34,23.4,1139.5,3.784,3.783,3.657,5.078,92.15,85.85,220.87,19.65,42.31,8.49,2504.5,True
W3_0035,35,Chamber 3,Stage A,35,23.5,1145.1,3.811,3.772,3.637,5.165,92.43,86.33,219.38,19.43,41.76,8.34,2513.1,True
W3_0036,36,Chamber 3,Stage B,36,23.6,1140.3,2.371,2.355,2.325,3.207,65.07,59.83,161.41,16.51,33.21,8.54,1117.9,True
W3_0037,37,Chamber 3,Stage A,37,23.7,1139.0,3.798,3.726,3.724,5.149,91.19,85.78,216.14,19.14,41.51,8.45,2514.1,True
W3_0038,38,Chamber 3,Stage A,38,23.8,1140.5,3.809,3.721,3.606,5.156,92.77,86.16,219.15,19.53,42.31,8.29,2515.3,True
W3_0039,39,Chamber 3,Stage A,39,23.9,1139.0,3.821,3.739,3.628,5.139,91.66,86.01,220.66,19.51,42.12,8.75,2515.7,True
W3_0040,40,Chamber 3,Stage B,40,24.0,1134.5,2.418,2.391,2.271,3.171,65.0,59.14,162.46,16.41,32.53,8.68,1125.2,True
W3_0041,41,Chamber 3,Stage A,41,24.1,1128.9,3.817,3.719,3.676,5.152,91.76,86.53,217.28,19.67,42.65,8.49,2523.6,True
W3_0042,42,Chamber 3,Stage A,42,24.2,1142.5,3.798,3.719,3.631,5.245,91.69,86.4,219.21,19.6,42.63,8.34,2521.7,True
W3_0043,43,Chamber 3,Stage A,43,24.3,1124.0,3.808,3.704,3.662,5.117,92.37,85.48,224.74,19.39,41.61,8.63,2518.4,True
W3_0044,44,Chamber 3,Stage B,44,24.4,1128.1,2.421,2.294,2.301,3.296,64.78,59.4,160.29,16.37,32.47,8.41,1082.5,True
W3_0045,45,Chamber 3,Stage A,45,24.5,1125.2,3.795,3.688,3.654,5.181,91.91,86.11,220.55,19.78,42.95,8.32,2504.1,True
W3_0046,46,Chamber 3,Stage A,46,24.6,1121.6,3.818,3.731,3.605,5.113,91.75,85.82,217.39,19.78,43.2,8.67,2483.7,True
W3_0047,47,Chamber 3,Stage A,47,24.7,1129.0,3.777,3.743,3.655,5.126,92.52,86.16,218.32,19.65,43.03,8.4,2536.1,True
W3_0048,48,Chamber 3,Stage B,48,24.8,1119.1,2.413,2.327,2.265,3.221,65.3,60.73,160.83,16.51,32.87,8.68,1095.4,True
W3_0049,49,Chamber 3,Stage A,49,24.9,1117.9,3.828,3.732,3.612,5.008,91.85,85.97,218.23,19.31,42.76,8.52,2473.4,True
W3_0050,50,Chamber 3,Stage A,50,25.0,1112.1,3.817,3.739,3.662,5.111,91.87,85.71,221.54,19.59,42.79,8.36,2489.5,True
W3_0051,51,Chamber 3,Stage A,51,25.1,1117.9,3.781,3.714,3.577,5.12,92.37,86.23,219.01,19.55,42.14,8.51,2494.0,True
W3_0052,52,Chamber 3,Stage B,52,25.2,1114.4,2.385,2.374,2.253,3.227,65.23,60.3,161.34,16.33,32.83,8.54,1107.8,True
W3_0053,53,Chamber 3,Stage A,53,25.3,1110.4,3.805,3.669,3.662,5.169,91.97,86.95,218.63,19.42,42.24,8.45,2474.2,True
W3_0054,54,Chamber 3,Stage A,54,25.4,1113.7,3.797,3.761,3.714,5.197,91.69,85.72,219.68,19.45,42.01,8.77,2515.2,True
W3_0055,55,Chamber 3,Stage A,55,25.5,1115.3,3.794,3.745,3.58,5.135,92.34,85.67,218.33,19.66,42.63,8.22,2487.1,True
W3_0056,56,Chamber 3,Stage B,56,25.6,1107.9,2.395,2.336,2.309,3.304,64.93,59.62,156.92,16.4,32.7,8.32,1103.1,True
W3_0057,57,Chamber 3,Stage A,57,25.7,1107.1,3.793,3.716,3.688,5.207,91.36,86.13,218.45,19.53,42.39,8.46,2495.1,True
W3_0058,58,Chamber 3,Stage A,58,25.8,1102.2,3.781,3.705,3.605,5.087,92.78,85.68,217.61,19.58,42.17,8.55,2483.1,True
W3_0059,59,Chamber 3,Stage A,59,25.9,1101.5,3.787,3.709,3.674,5.115,91.28,85.98,216.93,19.37,41.88,8.83,2469.3,True
W3_0060,60,Chamber 3,Stage B,60,26.0,1093.9,2.413,2.398,2.327,3.314,64.58,60.13,160.31,16.48,32.91,8.55,1136.4,True
W3_0061,61,Chamber 3,Stage A,61,26.1,1095.0,3.793,3.72,3.62,5.183,91.58,85.95,220.59,19.51,42.5,8.7,2469.9,True
W3_0062,62,Chamber 3,Stage A,62,26.2,1102.4,3.757,3.727,3.632,5.176,92.3,85.93,217.68,19.24,41.68,8.58,2470.2,True
W3_0063,63,Chamber 3,Stage A,63,26.3,1099.6,3.8,3.711,3.602,5.158,91.69,86.05,219.29,19.46,42.13,8.63,2495.6,True
W3_0064,64,Chamber 3,Stage B,64,26.4,1092.2,2.397,2.352,2.288,3.193,64.78,59.69,161.31,16.48,33.06,8.34,1109.7,True
W3_0065,65,Chamber 3,Stage A,65,26.5,1090.1,3.808,3.757,3.627,5.053,92.28,86.13,217.76,19.36,41.86,8.39,2484.0,True
W3_0066,66,Chamber 3,Stage A,66,26.6,1091.1,3.777,3.717,3.653,5.114,92.46,86.2,216.82,19.39,42.42,8.58,2481.0,True
W3_0067,67,Chamber 3,Stage A,67,26.7,1085.2,3.766,3.68,3.645,5.118,91.83,85.97,217.79,19.31,42.24,8.43,2448.8,True
W3_0068,68,Chamber 3,Stage B,68,26.8,1094.3,2.408,2.362,2.254,3.278,64.56,60.62,159.9,16.32,32.57,8.31,1109.4,True
W3_0069,69,Chamber 3,Stage A,69,26.9,1086.2,3.779,3.726,3.691,5.144,91.36,86.2,217.67,19.51,42.88,8.71,2460.7,True
W3_0070,70,Chamber 3,Stage A,70,27.0,1085.7,3.823,3.748,3.661,5.193,91.95,85.85,219.31,19.6,42.58,8.63,2452.5,True
W3_0071,71,Chamber 3,Stage A,71,27.1,1080.0,3.807,3.774,3.602,5.208,92.03,86.2,223.35,19.47,42.53,8.58,2477.5,True
W3_0072,72,Chamber 3,Stage B,72,27.2,1086.7,2.399,2.282,2.317,3.234,64.87,60.09,157.13,16.3,32.54,8.79,1103.2,True
W3_0073,73,Chamber 3,Stage A,73,27.3,1072.4,3.831,3.75,3.664,5.112,91.42,85.92,219.53,19.62,42.91,8.66,2469.5,True
W3_0074,74,Chamber 3,Stage A,74,27.4,1077.7,3.842,3.765,3.607,5.205,92.15,86.06,223.23,19.61,42.72,8.7,2475.2,True
W3_0075,75,Chamber 3,Stage A,75,27.5,1069.9,3.773,3.714,3.637,5.098,92.05,85.87,221.0,19.38,42.18,8.26,2453.7,True
W3_0076,76,Chamber 3,Stage B,76,27.6,1074.0,2.411,2.371,2.319,3.292,65.08,60.19,160.31,16.52,32.2,8.6,1082.8,True
W3_0077,77,Chamber 3,Stage A,77,27.7,1072.2,3.835,3.721,3.636,5.136,91.86,86.01,218.63,19.47,42.73,8.67,2459.7,True
W3_0078,78,Chamber 3,Stage A,78,27.8,1074.8,3.815,3.694,3.625,5.156,92.38,85.75,217.33,19.61,42.39,8.99,2455.5,True
W3_0079,79,Chamber 3,Stage A,79,27.9,1072.9,3.805,3.727,3.645,5.058,92.78,85.62,217.28,19.42,41.93,8.47,2484.0,True
W3_0080,80,Chamber 3,Stage B,80,28.0,1071.8,2.391,2.353,2.316,3.152,65.23,59.42,164.08,16.34,32.37,8.44,1141.2,True
W3_0081,81,Chamber 3,Stage A,81,28.1,1061.6,3.754,3.769,3.684,5.116,92.12,85.99,223.95,19.33,42.22,8.38,2503.1,True
W3_0082,82,Chamber 3,Stage A,82,28.2,1067.2,3.807,3.672,3.636,5.151,91.67,86.23,219.46,19.57,42.42,8.67,2448.0,True
W3_0083,83,Chamber 3,Stage A,83,28.3,1051.9,3.8,3.73,3.641,5.136,92.52,86.26,221.4,19.33,42.33,8.61,2487.8,True
W3_0084,84,Chamber 3,Stage B,84,28.4,1068.4,2.397,2.386,2.263,3.26,64.73,59.85,161.89,16.4,31.99,8.53,1108.3,True
W3_0085,85,Chamber 3,Stage A,85,28.5,1055.9,3.85,3.714,3.723,5.131,91.61,85.75,215.49,19.63,42.58,8.74,2472.5,True
W3_0086,86,Chamber 3,Stage A,86,28.6,1060.3,3.747,3.718,3.638,5.111,92.09,86.57,219.39,19.44,42.58,8.53,2449.9,True
W3_0087,87,Chamber 3,Stage A,87,28.7,1060.2,3.766,3.762,3.691,5.094,92.08,86.26,218.91,19.53,41.92,8.57,2451.0,True
W3_0088,88,Chamber 3,Stage B,88,28.8,1054.1,2.38,2.347,2.345,3.265,64.57,59.59,158.8,16.3,32.4,8.56,1103.7,True
W3_0089,89,Chamber 3,Stage A,89,28.9,1056.0,3.865,3.725,3.702,5.071,91.37,85.55,222.38,19.25,41.85,8.76,2435.1,True
W3_0090,90,Chamber 3,Stage A,90,29.0,1047.0,3.807,3.724,3.606,5.212,91.8,86.21,217.09,19.46,42.33,8.47,2449.1,True
W3_0091,91,Chamber 3,Stage A,91,29.1,1045.7,3.806,3.727,3.655,5.134,91.49,85.47,215.57,19.52,42.64,8.62,2405.5,True
W3_0092,92,Chamber 3,Stage B,92,29.2,1052.2,2.405,2.356,2.297,3.258,65.0,60.05,158.72,16.31,32.16,8.65,1097.5,True
W3_0093,93,Chamber 3,Stage A,93,29.3,1049.1,3.799,3.718,3.611,5.169,91.74,85.96,222.96,19.2,40.96,8.58,2414.2,True
W3_0094,94,Chamber 3,Stage A,94,29.4,1046.5,3.801,3.729,3.627,5.217,93.14,85.89,220.71,19.31,41.9,8.51,2439.0,True
W3_0095,95,Chamber 3,Stage A,95,29.5,1047.8,3.784,3.647,3.661,5.128,92.54,86.15,217.04,19.41,41.66,8.17,2435.1,True
W3_0096,96,Chamber 3,Stage B,96,29.6,1037.7,2.36,2.381,2.326,3.139,65.53,60.04,160.78,16.56,32.5,8.37,1119.1,True
W3_0097,97,Chamber 3,Stage A,97,29.7,1044.3,3.86,3.731,3.668,5.054,92.85,85.51,222.05,19.5,42.33,8.35,2446.5,True
W3_0098,98,Chamber 3,Stage A,98,29.8,1039.2,3.831,3.696,3.696,5.057,91.75,86.19,218.29,19.54,42.24,8.54,2446.1,True
W3_0099,99,Chamber 3,Stage A,99,29.9,1033.3,3.834,3.748,3.672,5.073,92.21,85.65,217.44,19.43,42.16,8.49,2425.5,True
W3_0100,100,Chamber 3,Stage B,100,30.0,1030.1,2.356,2.338,2.318,3.228,64.76,60.52,155.39,16.31,32.46,8.69,1115.8,True
W3_0101,101,Chamber 3,Stage A,101,30.1,1028.3,3.8,3.74,3.6,5.084,91.94,85.65,218.37,19.56,42.16,8.45,2408.7,True
W3_0102,102,Chamber 3,Stage A,102,30.2,1035.9,3.858,3.704,3.609,5.043,92.43,85.86,219.49,19.76,42.45,8.48,2440.9,True
W3_0103,103,Chamber 3,Stage A,103,30.3,1032.9,3.824,3.723,3.63,5.147,92.2,85.77,220.33,19.82,43.11,8.69,2425.8,True
W3_0104,104,Chamber 3,Stage B,104,30.4,1034.7,2.44,2.325,2.289,3.327,64.61,59.46,163.06,16.36,32.58,8.68,1092.4,True
W3_0105,105,Chamber 3,Stage A,105,30.5,1027.0,3.807,3.789,3.621,5.129,91.85,85.57,219.69,19.51,42.95,8.56,2450.7,True
W3_0106,106,Chamber 3,Stage A,106,30.6,1032.5,3.85,3.796,3.664,5.08,91.78,86.11,220.91,19.45,42.46,8.6,2464.0,True
W3_0107,107,Chamber 3,Stage A,107,30.7,1021.6,3.831,3.74,3.679,5.111,91.8,85.7,219.75,19.47,42.45,8.44,2467.6,True
W3_0108,108,Chamber 3,Stage B,108,30.8,1016.1,2.405,2.366,2.27,3.302,65.25,60.62,158.64,16.26,32.7,8.51,1099.7,True
W3_0109,109,Chamber 3,Stage A,109,30.9,1027.1,3.811,3.66,3.592,5.171,91.78,85.6,222.54,19.69,42.11,8.55,2386.4,True
W3_0110,110,Chamber 3,Stage A,110,31.0,1022.3,3.798,3.674,3.662,5.146,91.58,85.63,219.95,19.03,41.39,8.55,2386.1,True
W3_0111,111,Chamber 3,Stage A,111,31.1,1016.4,3.799,3.76,3.661,5.13,91.94,86.19,219.17,19.49,42.33,8.37,2451.8,True
W3_0112,112,Chamber 3,Stage B,112,31.2,1018.3,2.4,2.334,2.317,3.257,65.36,59.77,159.08,16.53,32.34,8.62,1066.0,True
W3_0113,113,Chamber 3,Stage A,113,31.3,1011.2,3.762,3.781,3.602,5.188,91.97,85.85,220.37,19.33,41.44,8.59,2386.9,True
W3_0114,114,Chamber 3,Stage A,114,31.4,1007.4,3.891,3.695,3.682,5.101,92.2,86.26,222.26,19.69,42.78,8.47,2450.6,True
W3_0115,115,Chamber 3,Stage A,115,31.5,1006.2,3.791,3.729,3.635,5.252,91.66,86.47,221.71,19.23,41.5,8.5,2389.4,True
W3_0116,116,Chamber 3,Stage B,116,31.6,1008.7,2.356,2.392,2.323,3.279,65.24,60.07,162.92,16.27,32.84,8.41,1140.5,True
W3_0117,117,Chamber 3,Stage A,117,31.7,1011.2,3.804,3.762,3.675,5.132,92.05,85.4,218.89,19.44,42.62,8.58,2402.6,True
W3_0118,118,Chamber 3,Stage A,118,31.8,1011.4,3.843,3.751,3.643,5.182,93.37,86.05,217.38,19.54,42.01,8.41,2452.9,True
W3_0119,119,Chamber 3,Stage A,119,31.9,1014.2,3.839,3.75,3.583,5.176,92.28,86.1,216.54,19.26,41.05,8.38,2405.3,True
W3_0120,120,Chamber 3,Stage B,120,32.0,1004.2,2.395,2.391,2.257,3.213,65.04,59.64,159.16,16.4,33.04,8.47,1089.1,True
W3_0121,121,Chamber 3,Stage A,121,32.1,1005.7,3.818,3.722,3.638,5.138,92.46,86.45,219.52,19.33,42.05,8.62,2421.0,True
W3_0122,122,Chamber 3,Stage A,122,32.2,999.0,3.803,3.728,3.605,5.115,91.9,85.67,220.04,19.25,41.98,8.44,2389.8,True
W3_0123,123,Chamber 3,Stage A,123,32.3,992.7,3.836,3.732,3.628,5.15,92.68,86.37,221.1,19.63,42.98,8.61,2443.4,True
W3_0124,124,Chamber 3,Stage B,124,32.4,999.0,2.355,2.357,2.306,3.213,65.33,59.25,158.93,16.15,32.67,8.43,1066.4,True
W3_0125,125,Chamber 3,Stage A,125,32.5,996.0,3.819,3.691,3.668,5.144,92.93,86.16,219.72,19.46,41.6,8.37,2421.4,True
W3_0126,126,Chamber 3,Stage A,126,32.6,989.7,3.845,3.653,3.686,5.133,92.17,85.67,218.49,19.76,43.14,8.57,2402.0,True
W3_0127,127,Chamber 3,Stage A,127,32.7,986.6,3.777,3.709,3.586,5.094,91.78,85.93,220.26,19.11,41.62,8.55,2368.8,True
W3_0128,128,Chamber 3,Stage B,128,32.8,985.3,2.414,2.379,2.332,3.278,64.95,59.79,158.51,16.32,32.69,8.27,1077.2,True
W3_0129,129,Chamber 3,Stage A,129,32.9,985.4,3.801,3.756,3.638,5.017,91.92,85.94,219.55,19.39,42.09,8.41,2408.8,True
W3_0130,130,Chamber 3,Stage A,130,33.0,983.0,3.785,3.765,3.665,5.171,92.49,86.21,221.86,19.59,42.12,8.26,2431.2,True
W3_0131,131,Chamber 3,Stage A,131,33.1,983.6,3.811,3.729,3.662,5.079,92.14,85.91,220.56,19.2,42.16,8.39,2389.6,True
W3_0132,132,Chamber 3,Stage B,132,33.2,986.1,2.377,2.325,2.307,3.165,64.6,60.82,160.92,16.49,32.73,8.39,1073.8,True
W3_0133,133,Chamber 3,Stage A,133,33.3,978.9,3.739,3.692,3.653,5.146,91.64,86.1,218.75,19.32,42.42,8.46,2356.3,True
W3_0134,134,Chamber 3,Stage A,134,33.4,978.6,3.799,3.704,3.679,5.147,92.16,85.49,222.33,19.4,42.51,8.08,2410.7,True
W3_0135,135,Chamber 3,Stage A,135,33.5,973.9,3.802,3.734,3.744,5.197,92.28,85.63,220.29,19.38,42.43,8.38,2414.7,True
W3_0136,136,Chamber 3,Stage B,136,33.6,975.8,2.405,2.326,2.305,3.278,64.98,59.84,160.41,16.44,32.39,8.6,1081.1,True
W3_0137,137,Chamber 3,Stage A,137,33.7,982.4,3.819,3.738,3.671,5.029,91.38,86.4,216.99,19.36,41.57,8.56,2399.2,True
W3_0138,138,Chamber 3,Stage A,138,33.8,972.0,3.781,3.767,3.659,5.097,92.32,86.23,220.07,19.39,41.57,8.54,2398.4,True
W3_0139,139,Chamber 3,Stage A,139,33.9,974.2,3.808,3.732,3.605,5.194,92.05,85.92,220.86,19.49,42.31,8.54,2400.7,True
W3_0140,140,Chamber 3,Stage B,140,34.0,966.7,2.395,2.318,2.354,3.228,64.81,59.31,160.68,16.23,32.36,8.52,1109.4,True
W3_0141,141,Chamber 3,Stage A,141,34.1,974.2,3.787,3.698,3.686,5.111,91.71,86.28,217.24,19.6,42.7,8.59,2395.5,True
W3_0142,142,Chamber 3,Stage A,142,34.2,970.2,3.836,3.737,3.675,5.086,92.31,85.6,219.27,19.53,41.96,8.04,2402.7,True
W3_0143,143,Chamber 3,Stage A,143,34.3,966.6,3.767,3.755,3.711,5.168,92.32,86.07,218.95,19.03,41.37,8.61,2387.5,True
W3_0144,144,Chamber 3,Stage B,144,34.4,958.0,2.415,2.354,2.309,3.146,64.85,59.73,158.68,16.11,32.18,8.59,1067.0,True
W3_0145,145,Chamber 3,Stage A,145,34.5,963.6,3.802,3.695,3.651,5.123,92.67,86.2,216.32,19.06,41.68,8.31,2403.9,True
W3_0146,146,Chamber 3,Stage A,146,34.6,962.0,3.816,3.706,3.661,5.095,92.08,85.63,223.03,19.42,42.32,8.26,2378.1,True
W3_0147,147,Chamber 3,Stage A,147,34.7,957.7,3.841,3.733,3.621,5.133,92.73,86.54,221.82,19.41,42.63,8.62,2376.7,True
W3_0148,148,Chamber 3,Stage B,148,34.8,958.8,2.375,2.32,2.282,3.364,65.05,60.14,157.56,16.33,32.72,8.22,1068.4,True
W3_0149,149,Chamber 3,Stage A,149,34.9,952.0,3.782,3.766,3.629,5.2,92.18,85.28,218.5,19.22,42.23,8.23,2372.0,True
W3_0150,150,Chamber 3,Stage A,150,35.0,954.9,3.755,3.774,3.651,5.115,91.84,85.39,217.39,19.05,41.64,8.69,2342.4,True
W3_0151,151,Chamber 3,Stage A,151,35.1,957.1,3.811,3.777,3.688,5.118,92.19,85.87,224.11,19.54,42.14,8.67,2401.3,True
W3_0152,152,Chamber 3,Stage B,152,35.2,952.7,2.334,2.366,2.289,3.328,65.62,60.01,163.07,16.35,33.2,8.77,1060.0,True
W3_0153,153,Chamber 3,Stage A,153,35.3,944.9,3.789,3.727,3.69,5.131,91.32,86.15,218.61,19.49,42.53,8.63,2382.5,True
W3_0154,154,Chamber 3,Stage A,154,35.4,939.9,3.824,3.783,3.627,5.22,91.78,85.66,220.59,19.48,41.92,8.61,2360.5,True
W3_0155,155,Chamber 3,Stage A,155,35.5,943.0,3.772,3.701,3.664,5.188,91.41,86.14,217.65,19.3,41.2,8.59,2340.7,True
W3_0156,156,Chamber 3,Stage B,156,35.6,944.2,2.333,2.38,2.329,3.24,64.39,60.48,158.67,16.54,32.59,8.43,1069.4,True
W3_0157,157,Chamber 3,Stage A,157,35.7,940.7,3.808,3.735,3.656,5.127,92.6,85.47,222.04,19.4,42.46,8.62,2340.6,True
W3_0158,158,Chamber 3,Stage A,158,35.8,939.7,3.77,3.702,3.611,5.106,91.76,85.05,221.4,19.3,41.73,8.83,2319.8,True
W3_0159,159,Chamber 3,Stage A,159,35.9,934.6,3.799,3.699,3.698,5.056,92.29,85.96,223.8,19.29,41.67,8.55,2349.6,True
W3_0160,160,Chamber 3,Stage B,160,36.0,936.7,2.346,2.324,2.307,3.255,64.21,59.95,161.13,16.23,32.1,8.48,1034.0,True
